-379.13623, -29.11703, -0.91135573, -5.4763675, 4.993495, 2.6385188, 3.0779169, -0.61872524, 2.996535, -6.3082004, -2.0771697, -4.1192613, 0.36256376, 2.4109173, 2.9942918, -0.4976306, 0.30350372, -1.3730986, 2.2694542, -2.3615575, -1.0468106, -2.845441, 4.1681137, -1.4174083, 1.3504161, -0.415397, 2.1996758, -3.3496594, 1.1923454, -0.9705073, -0.12937628, -1.3082085, 1.2474318, -0.1986403, 1.6544001, -1.5128531, 0.88630795, -0.5715791, -0.6191364
-65.2646, -11.432325, 4.612026, -3.505228, 4.051593, 1.2793458, 2.6303227, -1.6710651, 2.9853318, -0.22811033, 3.1560245, -3.3450177, 3.445712, -0.95494705, 3.0974383, -0.68900394, 0.685406, -1.339248, 3.0188713, -0.24717867, 3.812596, -0.9103594, 2.2767162, -1.9888842, 1.7105377, -3.0830595, 2.4519918, -3.1764283, 2.8221693, -1.7092347, 3.3078637, -2.8136377, 1.2608064, -1.5439814, 1.5900557, -0.7380412, 1.4601548, -0.061534368, 0.8519544
-19.116095, -13.646582, 7.0036945, -4.0243907, 3.0788548, -0.6898837, 2.045465, -0.9675751, 3.402233, 0.37733668, 2.6028368, -2.2612264, 1.5101868, -1.4022236, 1.0047891, -1.6854805, 1.4905255, -1.6423289, 2.5036504, -1.421047, 2.4321475, -2.6148827, 2.679961, -1.5850593, 1.739494, -2.2580552, 1.7612996, -2.7579787, 1.2313998, -1.7351584, 2.1708379, -1.561897, 1.2091252, -1.3136213, 0.22802795, -0.872691, 0.84937876, -0.14667694, 0.40477642
-19.765038, -13.535616, 7.0692005, -5.1083746, 1.1793791, -2.3221607, -0.033447597, -2.4838676, 2.8624654, -1.362715, -0.20020853, -3.4085789, 1.7948722, -1.9021188, 1.3138566, -1.1904712, 1.0834223, -2.9646454, 0.8869332, -1.5158552, 2.821678, -3.0092123, 2.0358963, -2.7972262, 0.51387, -2.2170796, 2.3970394, -1.517258, 2.0981803, -1.5154566, 1.9914607, -1.0877792, 1.4140395, -0.218793, 1.3298955, -0.5491468, 0.80933815, -0.25531423, 1.0469553
-15.743895, -10.692806, 9.4847765, -3.5516787, 2.022667, -3.0669417, -0.18977061, -2.6101935, 3.215278, -1.690535, -0.16000332, -3.655918, 1.7351692, -0.8414488, 0.9740074, -1.7492176, 1.0108544, -1.5941191, 1.0129908, -2.1695993, 1.4197026, -3.0199585, 2.4979692, -2.6167517, 2.5983126, -1.1579669, 2.6874554, -2.0954719, 2.3558056, -1.6297596, 2.0988498, -1.6884645, 1.2671182, -1.3443991, 1.1186272, -0.47878385, 1.0454266, -0.37898082, 0.88109624
-14.438568, -9.923587, 9.71933, -3.5427434, 1.9905795, -3.7632022, 0.25648132, -1.5657233, 3.3838754, -1.9304113, -0.56593037, -3.8321176, 0.40087596, -2.3284128, 1.4827318, -1.2089739, 0.51962423, -1.6545136, 2.2990985, -2.7618406, 1.9652469, -2.201286, 2.3186414, -1.9771469, 1.9628173, -1.8169173, 2.4054873, -2.5272079, 2.217469, -2.2369034, 1.8682889, -1.6420434, 1.3436234, -0.4134107, 0.93686736, -1.4124221, 0.5331492, 0.046491887, 0.6779936
-14.389526, -8.305865, 10.853501, -2.4603937, 2.2388163, -3.5524447, 0.5497659, -2.533279, 1.8586011, -1.8242836, 0.88399106, -2.6927674, 0.50320095, -1.7704517, 1.7665919, -2.446458, 1.8444165, -1.7760233, 3.391134, -1.5138507, 2.0375977, -1.6095673, 2.448955, -2.134049, 2.0010443, -1.4147539, 3.8837626, -1.4358008, 1.6167376, -1.6086062, 2.106437, -1.8334945, 1.65754, -1.0276386, 1.4361804, -0.70882636, 1.5136988, -0.66410714, 0.4564247
-14.72801, -10.489859, 8.886954, -5.401829, 0.971716, -3.737818, -0.58788794, -2.9882047, 1.9533587, -1.8939381, -0.0014490271, -3.4678051, -0.111192636, -1.5357691, 0.99078125, -3.2230666, 0.6518195, -1.946261, 1.1196108, -2.6496434, 3.002893, -2.3139608, 3.0207343, -0.8266437, 1.7302023, -2.2063034, 2.4375634, -2.353559, 1.6911743, -2.273035, 1.9461058, -1.2938255, 1.2927727, -1.884918, 0.6399122, -1.1102757, 0.6558892, -0.9422354, 0.2881079
-17.02414, -10.567645, 7.8516192, -5.514757, 1.6031834, -2.4676437, 1.1568818, -0.6343584, 3.946884, -1.4113384, 2.2758138, -0.5441252, 2.072483, -1.9149388, 1.3833851, -1.7744796, 0.3825485, -2.9123158, 0.71650577, -2.9154663, 2.9409754, -1.1716866, 2.529167, -2.069163, 2.059126, -1.7377328, 2.1483896, -3.0103314, 0.94980305, -2.1769385, 2.0900974, -1.8430172, 1.2137047, -1.9013728, 0.74548393, -0.47860304, 0.9242572, -0.71535647, 0.10398136
-16.484537, -10.58974, 8.632079, -4.206639, 1.7572935, -4.036907, 0.13736814, -1.3460033, 2.9834633, -1.278478, 0.75207317, -2.9087913, 0.5178258, -2.2509673, 1.0597589, -1.1770124, 1.3657582, -3.355876, 0.66905886, -3.1544657, 2.2707028, -1.5707446, 2.4216313, -3.0467834, 1.7014159, -1.3549501, 2.7106485, -2.4462497, 0.85100347, -3.1207128, 0.7700187, -2.0010557, 1.3989108, -1.4784498, 0.7637018, -1.4295684, 0.37694448, -0.60834783, 0.8423806
